,GEOID,Longitude,Latitude,indicator,value,bin_value_bin
2754,17031271300,-87.7084528,41.877304,"Violent crime (crimes), 2016-2020",46.8,3.0
2755,17031271400,-87.7133314,41.8772429,"Violent crime (crimes), 2016-2020",43.2,2.0
2756,17031271500,-87.7131559,41.8717861,"Violent crime (crimes), 2016-2020",39.4,2.0
2757,17031271800,-87.6984897,41.8714964,"Violent crime (crimes), 2016-2020",35.0,2.0
2758,17031280100,-87.6428068,41.8853007,"Violent crime (crimes), 2016-2020",19.4,1.0
2759,17031280400,-87.6718846,41.8860094,"Violent crime (crimes), 2016-2020",29.0,2.0
2760,17031280800,-87.6889009,41.8785967,"Violent crime (crimes), 2016-2020",31.0,2.0
2761,17031280900,-87.6851324,41.8786261,"Violent crime (crimes), 2016-2020",25.8,2.0
2762,17031281900,-87.6426225,41.8792494,"Violent crime (crimes), 2016-2020",23.8,2.0
2763,17031282700,-87.6886812,41.8713668,"Violent crime (crimes), 2016-2020",33.8,2.0
2764,17031282800,-87.6849136,41.8702682,"Violent crime (crimes), 2016-2020",19.8,1.0
2765,17031283100,-87.6640458,41.8692736,"Violent crime (crimes), 2016-2020",16.4,1.0
2766,17031283200,-87.6592024,41.869579,"Violent crime (crimes), 2016-2020",12.8,1.0
2767,17031283800,-87.6537547,41.8634168,"Violent crime (crimes), 2016-2020",22.2,2.0
2768,17031290900,-87.7324567,41.8624103,"Violent crime (crimes), 2016-2020",124.2,3.0
2769,17031291200,-87.7128746,41.8626611,"Violent crime (crimes), 2016-2020",61.8,3.0
2770,17031291600,-87.6922159,41.8576415,"Violent crime (crimes), 2016-2020",9.8,0.0
2771,17031292200,-87.7157306,41.8566665,"Violent crime (crimes), 2016-2020",88.6,3.0
2772,17031292400,-87.7223992,41.8552397,"Violent crime (crimes), 2016-2020",63.0,3.0
2773,17031292500,-87.7322428,41.8551613,"Violent crime (crimes), 2016-2020",105.0,3.0
2774,17031300500,-87.7219393,41.8474251,"Violent crime (crimes), 2016-2020",23.2,2.0
2775,17031300600,-87.7173343,41.8479904,"Violent crime (crimes), 2016-2020",24.4,2.0
2776,17031300700,-87.7124504,41.848072,"Violent crime (crimes), 2016-2020",43.4,3.0
2777,17031300800,-87.7075818,41.8481108,"Violent crime (crimes), 2016-2020",41.0,2.0
2778,17031300900,-87.7026993,41.8481796,"Violent crime (crimes), 2016-2020",33.8,2.0
2779,17031301100,-87.6979734,41.847029,"Violent crime (crimes), 2016-2020",21.0,1.0
2780,17031301200,-87.6914771,41.8484171,"Violent crime (crimes), 2016-2020",41.4,2.0
2781,17031301600,-87.712252,41.8407572,"Violent crime (crimes), 2016-2020",27.6,2.0
2782,17031301701,-87.7196254,41.8424805,"Violent crime (crimes), 2016-2020",28.2,2.0
2783,17031301702,-87.7195244,41.8388062,"Violent crime (crimes), 2016-2020",20.8,1.0
2784,17031301801,-87.7350492,41.8416617,"Violent crime (crimes), 2016-2020",18.0,1.0
2785,17031301802,-87.7277592,41.8451846,"Violent crime (crimes), 2016-2020",47.4,3.0
2786,17031301803,-87.7278708,41.8395497,"Violent crime (crimes), 2016-2020",31.8,2.0
2787,17031310200,-87.6442091,41.85631,"Violent crime (crimes), 2016-2020",11.0,0.0
2788,17031310300,-87.6489782,41.8561439,"Violent crime (crimes), 2016-2020",12.6,1.0
2789,17031310400,-87.6522613,41.8565069,"Violent crime (crimes), 2016-2020",6.4,0.0
2790,17031310500,-87.65474,41.855248,"Violent crime (crimes), 2016-2020",9.4,0.0
2791,17031310600,-87.6595637,41.856333,"Violent crime (crimes), 2016-2020",31.8,2.0
2792,17031310700,-87.6649061,41.8559903,"Violent crime (crimes), 2016-2020",12.2,1.0
2793,17031310800,-87.6685737,41.8559337,"Violent crime (crimes), 2016-2020",25.2,2.0
2794,17031310900,-87.6746741,41.8557716,"Violent crime (crimes), 2016-2020",23.8,2.0
2795,17031320100,-87.6209099,41.8850409,"Violent crime (crimes), 2016-2020",99.6,3.0
2796,17031320400,-87.6172556,41.875817,"Violent crime (crimes), 2016-2020",120.0,3.0
2797,17031320600,-87.6165962,41.8705542,"Violent crime (crimes), 2016-2020",42.0,2.0
2798,17031330100,-87.615523,41.8592947,"Violent crime (crimes), 2016-2020",83.6,3.0
2799,17031330200,-87.6305315,41.8613456,"Violent crime (crimes), 2016-2020",21.8,1.0
2800,17031340300,-87.6357881,41.8428058,"Violent crime (crimes), 2016-2020",6.8,0.0
2801,17031340400,-87.6320356,41.8418857,"Violent crime (crimes), 2016-2020",9.0,0.0
2802,17031340500,-87.6329169,41.8345181,"Violent crime (crimes), 2016-2020",27.8,2.0
2803,17031340600,-87.6325215,41.8274278,"Violent crime (crimes), 2016-2020",30.4,2.0
2804,17031350100,-87.6079492,41.840259,"Violent crime (crimes), 2016-2020",9.2,0.0
2805,17031350400,-87.6283695,41.8419291,"Violent crime (crimes), 2016-2020",15.6,1.0
2806,17031351000,-87.6065282,41.8355675,"Violent crime (crimes), 2016-2020",46.0,3.0
2807,17031351100,-87.6141894,41.827754,"Violent crime (crimes), 2016-2020",26.4,2.0
2808,17031351400,-87.6240909,41.8274019,"Violent crime (crimes), 2016-2020",19.6,1.0
2809,17031351500,-87.6277309,41.8272402,"Violent crime (crimes), 2016-2020",8.0,0.0
2810,17031360200,-87.6098876,41.8268855,"Violent crime (crimes), 2016-2020",25.2,2.0
2811,17031380100,-87.6100974,41.8202019,"Violent crime (crimes), 2016-2020",23.6,2.0
2812,17031380200,-87.6149861,41.820574,"Violent crime (crimes), 2016-2020",11.4,1.0
2813,17031380500,-87.6277942,41.8200988,"Violent crime (crimes), 2016-2020",11.0,0.0
2814,17031380700,-87.623768,41.813806,"Violent crime (crimes), 2016-2020",21.2,1.0
2815,17031381200,-87.6139992,41.8085114,"Violent crime (crimes), 2016-2020",27.0,2.0
2816,17031381400,-87.6214298,41.8076202,"Violent crime (crimes), 2016-2020",39.4,2.0
2817,17031381500,-87.6228619,41.8101927,"Violent crime (crimes), 2016-2020",12.6,1.0
2818,17031381700,-87.6274463,41.8055502,"Violent crime (crimes), 2016-2020",1.6,0.0
2819,17031381800,-87.6211978,41.8038481,"Violent crime (crimes), 2016-2020",24.8,2.0
2820,17031381900,-87.6138885,41.8039557,"Violent crime (crimes), 2016-2020",9.8,0.0
2821,17031390100,-87.5905449,41.8135545,"Violent crime (crimes), 2016-2020",10.2,0.0
2822,17031390200,-87.5994765,41.813041,"Violent crime (crimes), 2016-2020",13.6,1.0
2823,17031390300,-87.6042089,41.8132006,"Violent crime (crimes), 2016-2020",39.6,2.0
2824,17031390400,-87.6040582,41.8059243,"Violent crime (crimes), 2016-2020",38.8,2.0
2825,17031390500,-87.5991987,41.8059781,"Violent crime (crimes), 2016-2020",14.8,1.0
2826,17031390600,-87.5943504,41.8060181,"Violent crime (crimes), 2016-2020",12.2,1.0
2827,17031390700,-87.5804887,41.8040164,"Violent crime (crimes), 2016-2020",27.2,2.0
2828,17031400300,-87.6114331,41.7897197,"Violent crime (crimes), 2016-2020",56.8,3.0
2829,17031400400,-87.6183211,41.7911261,"Violent crime (crimes), 2016-2020",40.2,2.0
2830,17031400500,-87.6231791,41.7910414,"Violent crime (crimes), 2016-2020",58.4,3.0
2831,17031400800,-87.620558,41.7828633,"Violent crime (crimes), 2016-2020",65.0,3.0
2832,17031410100,-87.5810259,41.8015822,"Violent crime (crimes), 2016-2020",13.6,1.0
2833,17031410200,-87.5942651,41.8016709,"Violent crime (crimes), 2016-2020",3.4,0.0
2834,17031410500,-87.6037435,41.7978296,"Violent crime (crimes), 2016-2020",15.6,1.0
2835,17031410600,-87.5989422,41.7979687,"Violent crime (crimes), 2016-2020",11.8,1.0
2836,17031410700,-87.5941996,41.7980493,"Violent crime (crimes), 2016-2020",18.8,1.0
2837,17031410800,-87.5896248,41.7979614,"Violent crime (crimes), 2016-2020",22.4,2.0
2838,17031410900,-87.5780937,41.7967097,"Violent crime (crimes), 2016-2020",19.0,1.0
2839,17031411000,-87.577462,41.7872267,"Violent crime (crimes), 2016-2020",18.0,1.0
2840,17031411100,-87.5897011,41.7904545,"Violent crime (crimes), 2016-2020",8.4,0.0
2841,17031411200,-87.5940171,41.7905618,"Violent crime (crimes), 2016-2020",4.8,0.0
2842,17031420100,-87.5795042,41.7825689,"Violent crime (crimes), 2016-2020",14.2,1.0
2843,17031420200,-87.5935208,41.783468,"Violent crime (crimes), 2016-2020",20.0,1.0
2844,17031420300,-87.598697,41.7832241,"Violent crime (crimes), 2016-2020",8.8,0.0
2845,17031420400,-87.6035584,41.7831699,"Violent crime (crimes), 2016-2020",17.8,1.0
2846,17031420500,-87.6084261,41.7831002,"Violent crime (crimes), 2016-2020",32.2,2.0
2847,17031420600,-87.6132777,41.7830135,"Violent crime (crimes), 2016-2020",75.0,3.0
2848,17031420700,-87.6106933,41.7766914,"Violent crime (crimes), 2016-2020",94.4,3.0
2849,17031420800,-87.6032569,41.7769097,"Violent crime (crimes), 2016-2020",44.4,3.0
2850,17031421200,-87.6089474,41.7706621,"Violent crime (crimes), 2016-2020",32.4,2.0
2851,17031430101,-87.573953,41.7698532,"Violent crime (crimes), 2016-2020",95.2,3.0
2852,17031430102,-87.5638143,41.7689528,"Violent crime (crimes), 2016-2020",29.2,2.0
2853,17031430200,-87.5813509,41.7697613,"Violent crime (crimes), 2016-2020",100.8,3.0
2854,17031430300,-87.5893601,41.7697163,"Violent crime (crimes), 2016-2020",62.2,3.0
2855,17031430400,-87.5903116,41.7621978,"Violent crime (crimes), 2016-2020",62.4,3.0
2856,17031430500,-87.58127,41.7643139,"Violent crime (crimes), 2016-2020",103.0,3.0
2857,17031430600,-87.571373,41.7644133,"Violent crime (crimes), 2016-2020",29.0,2.0
2858,17031430700,-87.5608903,41.7652716,"Violent crime (crimes), 2016-2020",24.2,2.0
2859,17031430800,-87.5712983,41.76075,"Violent crime (crimes), 2016-2020",17.8,1.0
2860,17031430900,-87.5811851,41.760641,"Violent crime (crimes), 2016-2020",28.8,2.0
2861,17031431200,-87.5711843,41.7553011,"Violent crime (crimes), 2016-2020",44.4,3.0
2862,17031431301,-87.5601871,41.7535302,"Violent crime (crimes), 2016-2020",119.0,3.0
2863,17031431302,-87.5627859,41.7583855,"Violent crime (crimes), 2016-2020",123.6,3.0
2864,17031431400,-87.546555,41.7572084,"Violent crime (crimes), 2016-2020",103.4,3.0
2865,17031440101,-87.6014512,41.7486271,"Violent crime (crimes), 2016-2020",136.4,3.0
2866,17031440102,-87.6011636,41.7409356,"Violent crime (crimes), 2016-2020",85.2,3.0
2867,17031440201,-87.6100746,41.7482101,"Violent crime (crimes), 2016-2020",97.8,3.0
2868,17031440202,-87.609762,41.7409599,"Violent crime (crimes), 2016-2020",57.4,3.0
2869,17031440300,-87.6195427,41.7437208,"Violent crime (crimes), 2016-2020",76.8,3.0
2870,17031440600,-87.6191373,41.7326718,"Violent crime (crimes), 2016-2020",30.2,2.0
2871,17031440700,-87.6096294,41.7347514,"Violent crime (crimes), 2016-2020",21.4,1.0
2872,17031440800,-87.603328,41.7317114,"Violent crime (crimes), 2016-2020",27.0,2.0
2873,17031440900,-87.6090057,41.728669,"Violent crime (crimes), 2016-2020",51.4,3.0
2874,17031450300,-87.5790892,41.7419438,"Violent crime (crimes), 2016-2020",41.0,2.0
2875,17031460100,-87.5367253,41.7478345,"Violent crime (crimes), 2016-2020",61.6,3.0
2876,17031460200,-87.5470102,41.7413875,"Violent crime (crimes), 2016-2020",34.2,2.0
2877,17031460301,-87.5563673,41.7400264,"Violent crime (crimes), 2016-2020",46.2,3.0
2878,17031460302,-87.5573879,41.747084,"Violent crime (crimes), 2016-2020",76.6,3.0
2879,17031460400,-87.5636922,41.7444903,"Violent crime (crimes), 2016-2020",54.0,3.0
2880,17031460500,-87.5726041,41.7468819,"Violent crime (crimes), 2016-2020",73.8,3.0
2881,17031460600,-87.5595142,41.7356327,"Violent crime (crimes), 2016-2020",24.2,2.0
2882,17031460700,-87.5492807,41.7355805,"Violent crime (crimes), 2016-2020",53.6,3.0
2883,17031461000,-87.5465424,41.7273925,"Violent crime (crimes), 2016-2020",31.6,2.0
2884,17031470100,-87.5964894,41.7282207,"Violent crime (crimes), 2016-2020",51.8,3.0
2885,17031480100,-87.5757302,41.7352411,"Violent crime (crimes), 2016-2020",24.0,2.0
2886,17031480200,-87.5898841,41.7351237,"Violent crime (crimes), 2016-2020",12.6,1.0
2887,17031480300,-87.5879725,41.729194,"Violent crime (crimes), 2016-2020",24.6,2.0
2888,17031480400,-87.5756385,41.7284498,"Violent crime (crimes), 2016-2020",58.6,3.0
2889,17031480500,-87.5590911,41.7276,"Violent crime (crimes), 2016-2020",26.6,2.0
2890,17031490300,-87.619148,41.7253813,"Violent crime (crimes), 2016-2020",32.4,2.0
2891,17031490400,-87.6108237,41.7236539,"Violent crime (crimes), 2016-2020",14.4,1.0
2892,17031490500,-87.6132064,41.7179274,"Violent crime (crimes), 2016-2020",37.2,2.0
2893,17031490600,-87.6283302,41.7179734,"Violent crime (crimes), 2016-2020",57.8,3.0
2894,17031490700,-87.6283617,41.7107339,"Violent crime (crimes), 2016-2020",65.0,3.0
2895,17031490800,-87.6153371,41.7106828,"Violent crime (crimes), 2016-2020",57.6,3.0
2896,17031490901,-87.6162677,41.6960582,"Violent crime (crimes), 2016-2020",51.6,3.0
2897,17031490902,-87.6153262,41.7032801,"Violent crime (crimes), 2016-2020",75.4,3.0
2898,17031491000,-87.6280536,41.6997625,"Violent crime (crimes), 2016-2020",119.2,3.0
2899,17031491100,-87.6376994,41.6997531,"Violent crime (crimes), 2016-2020",45.6,3.0
2900,17031491200,-87.6374383,41.6887765,"Violent crime (crimes), 2016-2020",41.8,2.0
2901,17031491300,-87.6278036,41.6888969,"Violent crime (crimes), 2016-2020",76.4,3.0
2902,17031491400,-87.6168215,41.6891232,"Violent crime (crimes), 2016-2020",76.0,3.0
2903,17031500100,-87.5950247,41.7146834,"Violent crime (crimes), 2016-2020",34.8,2.0
2904,17031500200,-87.6003086,41.7008552,"Violent crime (crimes), 2016-2020",32.2,2.0
2905,17031500300,-87.6053698,41.689315,"Violent crime (crimes), 2016-2020",11.2,1.0
2906,17031510100,-87.5500748,41.7126213,"Violent crime (crimes), 2016-2020",14.8,1.0
2907,17031510200,-87.5600499,41.7142651,"Violent crime (crimes), 2016-2020",22.4,2.0
2908,17031510300,-87.5749736,41.7157381,"Violent crime (crimes), 2016-2020",89.0,3.0
2909,17031520100,-87.5294325,41.7211184,"Violent crime (crimes), 2016-2020",10.4,0.0
2910,17031520200,-87.5406913,41.712308,"Violent crime (crimes), 2016-2020",27.6,2.0
2911,17031520300,-87.5395629,41.7011139,"Violent crime (crimes), 2016-2020",27.8,2.0
2912,17031520400,-87.5307029,41.703008,"Violent crime (crimes), 2016-2020",14.6,1.0
2913,17031520500,-87.5308719,41.6931158,"Violent crime (crimes), 2016-2020",7.0,0.0
2914,17031520600,-87.5404,41.6895203,"Violent crime (crimes), 2016-2020",8.8,0.0
2915,17031530100,-87.6179395,41.6818522,"Violent crime (crimes), 2016-2020",48.0,3.0
2916,17031530200,-87.6323954,41.6815612,"Violent crime (crimes), 2016-2020",104.4,3.0
2917,17031530300,-87.6517524,41.6813144,"Violent crime (crimes), 2016-2020",47.6,3.0
2918,17031530400,-87.6515267,41.6740397,"Violent crime (crimes), 2016-2020",34.0,2.0
2919,17031530501,-87.632166,41.674278,"Violent crime (crimes), 2016-2020",74.2,3.0
2920,17031530502,-87.6250225,41.6660802,"Violent crime (crimes), 2016-2020",17.0,1.0
2921,17031530503,-87.6375356,41.6642039,"Violent crime (crimes), 2016-2020",68.4,3.0
2922,17031530600,-87.6191458,41.6700882,"Violent crime (crimes), 2016-2020",57.0,3.0
2923,17031540101,-87.5993689,41.6507203,"Violent crime (crimes), 2016-2020",89.2,3.0
2924,17031540102,-87.6054488,41.66733,"Violent crime (crimes), 2016-2020",66.6,3.0
2925,17031550100,-87.5359785,41.6631813,"Violent crime (crimes), 2016-2020",33.0,2.0
2926,17031550200,-87.564827,41.6550974,"Violent crime (crimes), 2016-2020",9.2,0.0
2927,17031560100,-87.741591,41.8156765,"Violent crime (crimes), 2016-2020",8.6,0.0
2928,17031560200,-87.7478273,41.8113309,"Violent crime (crimes), 2016-2020",14.8,1.0
2929,17031560300,-87.747987,41.8039075,"Violent crime (crimes), 2016-2020",11.0,0.0
2930,17031560400,-87.7406144,41.8040062,"Violent crime (crimes), 2016-2020",12.6,1.0
2931,17031560700,-87.7575202,41.7964626,"Violent crime (crimes), 2016-2020",12.4,1.0
2932,17031560800,-87.7721659,41.7962056,"Violent crime (crimes), 2016-2020",9.8,0.0
2933,17031560900,-87.7916514,41.7957702,"Violent crime (crimes), 2016-2020",7.8,0.0
2934,17031561000,-87.7915033,41.7885022,"Violent crime (crimes), 2016-2020",5.0,0.0
2935,17031561100,-87.7719099,41.7888698,"Violent crime (crimes), 2016-2020",6.8,0.0
2936,17031570100,-87.7189132,41.8162003,"Violent crime (crimes), 2016-2020",3.8,0.0
2937,17031570200,-87.7307183,41.8143799,"Violent crime (crimes), 2016-2020",12.8,1.0
2938,17031570300,-87.7307909,41.8041449,"Violent crime (crimes), 2016-2020",27.0,2.0
2939,17031570400,-87.7191305,41.8049921,"Violent crime (crimes), 2016-2020",8.4,0.0
2940,17031570500,-87.7324553,41.7986015,"Violent crime (crimes), 2016-2020",11.4,1.0
2941,17031580100,-87.6907463,41.8280549,"Violent crime (crimes), 2016-2020",15.6,1.0
2942,17031580200,-87.6993478,41.8267718,"Violent crime (crimes), 2016-2020",22.2,2.0
2943,17031580300,-87.708934,41.8251876,"Violent crime (crimes), 2016-2020",7.4,0.0
2944,17031580400,-87.7091845,41.8152753,"Violent crime (crimes), 2016-2020",27.0,2.0
2945,17031580501,-87.6994962,41.819986,"Violent crime (crimes), 2016-2020",40.0,2.0
2946,17031580502,-87.6993102,41.8145617,"Violent crime (crimes), 2016-2020",25.0,2.0
2947,17031580600,-87.6920314,41.8173978,"Violent crime (crimes), 2016-2020",28.0,2.0
2948,17031580700,-87.6868459,41.8174935,"Violent crime (crimes), 2016-2020",27.4,2.0
2949,17031580800,-87.6866436,41.8102197,"Violent crime (crimes), 2016-2020",12.0,1.0
2950,17031590500,-87.6804757,41.8248983,"Violent crime (crimes), 2016-2020",13.2,1.0
2951,17031590600,-87.6729244,41.8268332,"Violent crime (crimes), 2016-2020",15.4,1.0
2952,17031590700,-87.6627888,41.8260539,"Violent crime (crimes), 2016-2020",11.2,1.0
2953,17031600400,-87.6439321,41.8417183,"Violent crime (crimes), 2016-2020",12.0,1.0
2954,17031600600,-87.6554677,41.8422594,"Violent crime (crimes), 2016-2020",12.0,1.0
2955,17031600700,-87.660543,41.8407816,"Violent crime (crimes), 2016-2020",11.6,1.0
2956,17031600900,-87.6531432,41.8365129,"Violent crime (crimes), 2016-2020",17.2,1.0
2957,17031610300,-87.6751021,41.8161777,"Violent crime (crimes), 2016-2020",74.6,3.0
2958,17031610400,-87.6674491,41.8103984,"Violent crime (crimes), 2016-2020",16.8,1.0
2959,17031610800,-87.6384084,41.8127078,"Violent crime (crimes), 2016-2020",7.8,0.0
2960,17031611000,-87.6499381,41.8047714,"Violent crime (crimes), 2016-2020",29.4,2.0
2961,17031611100,-87.6575817,41.8050589,"Violent crime (crimes), 2016-2020",23.2,2.0
2962,17031611200,-87.6624414,41.8049939,"Violent crime (crimes), 2016-2020",49.4,3.0
2963,17031611300,-87.6673039,41.8049362,"Violent crime (crimes), 2016-2020",43.4,3.0
2964,17031611400,-87.6721661,41.8048929,"Violent crime (crimes), 2016-2020",38.2,2.0
2965,17031611500,-87.6786579,41.8054467,"Violent crime (crimes), 2016-2020",28.6,2.0
2966,17031611600,-87.6767426,41.7975955,"Violent crime (crimes), 2016-2020",18.6,1.0
2967,17031611700,-87.6719762,41.7975991,"Violent crime (crimes), 2016-2020",33.8,2.0
2968,17031611800,-87.6671138,41.7976477,"Violent crime (crimes), 2016-2020",,
2969,17031611900,-87.6595552,41.7985375,"Violent crime (crimes), 2016-2020",64.6,3.0
2970,17031612000,-87.652536,41.7978466,"Violent crime (crimes), 2016-2020",29.4,2.0
2971,17031612100,-87.6476808,41.7979128,"Violent crime (crimes), 2016-2020",24.6,2.0
2972,17031620100,-87.7180257,41.7980175,"Violent crime (crimes), 2016-2020",19.6,1.0
2973,17031620200,-87.7292339,41.7955215,"Violent crime (crimes), 2016-2020",20.2,1.0
2974,17031620300,-87.7304438,41.7895025,"Violent crime (crimes), 2016-2020",18.6,1.0
2975,17031620400,-87.7181682,41.7896382,"Violent crime (crimes), 2016-2020",22.6,2.0
2976,17031630100,-87.6816688,41.7992714,"Violent crime (crimes), 2016-2020",15.0,1.0
2977,17031630200,-87.6940453,41.8027454,"Violent crime (crimes), 2016-2020",12.8,1.0
2978,17031630300,-87.7086378,41.798862,"Violent crime (crimes), 2016-2020",39.2,2.0
2979,17031630400,-87.6987811,41.7972545,"Violent crime (crimes), 2016-2020",26.8,2.0
2980,17031630500,-87.6890165,41.7974274,"Violent crime (crimes), 2016-2020",40.2,2.0
2981,17031630800,-87.6985725,41.7899652,"Violent crime (crimes), 2016-2020",34.0,2.0
2982,17031630900,-87.7083655,41.7898114,"Violent crime (crimes), 2016-2020",29.4,2.0
2983,17031640100,-87.7398608,41.7819196,"Violent crime (crimes), 2016-2020",5.6,0.0
2984,17031640300,-87.7716353,41.7815321,"Violent crime (crimes), 2016-2020",14.8,1.0
2985,17031640400,-87.7912474,41.7811784,"Violent crime (crimes), 2016-2020",6.6,0.0
2986,17031640500,-87.7909879,41.7756825,"Violent crime (crimes), 2016-2020",5.8,0.0
2987,17031640600,-87.7714298,41.7760362,"Violent crime (crimes), 2016-2020",9.8,0.0
2988,17031640700,-87.7519356,41.7764111,"Violent crime (crimes), 2016-2020",4.8,0.0
2989,17031640800,-87.7397422,41.7748241,"Violent crime (crimes), 2016-2020",8.6,0.0
2990,17031650100,-87.7178549,41.7823766,"Violent crime (crimes), 2016-2020",17.6,1.0
2991,17031650200,-87.7302252,41.7822221,"Violent crime (crimes), 2016-2020",28.0,2.0
2992,17031650301,-87.7299916,41.7749275,"Violent crime (crimes), 2016-2020",27.2,2.0
2993,17031650302,-87.7177493,41.7750953,"Violent crime (crimes), 2016-2020",16.6,1.0
2994,17031650400,-87.7171803,41.7653247,"Violent crime (crimes), 2016-2020",31.2,2.0
2995,17031650500,-87.7320352,41.7622187,"Violent crime (crimes), 2016-2020",18.6,1.0
2996,17031660301,-87.6982872,41.7799541,"Violent crime (crimes), 2016-2020",21.8,1.0
2997,17031660302,-87.6983926,41.7835957,"Violent crime (crimes), 2016-2020",34.2,2.0
2998,17031660400,-87.7080441,41.7825321,"Violent crime (crimes), 2016-2020",30.4,2.0
2999,17031660500,-87.7079432,41.7752434,"Violent crime (crimes), 2016-2020",31.2,2.0
3000,17031660600,-87.6933406,41.7772873,"Violent crime (crimes), 2016-2020",121.6,3.0
3001,17031660700,-87.6810955,41.7738452,"Violent crime (crimes), 2016-2020",39.8,2.0
3002,17031660800,-87.6932656,41.7736413,"Violent crime (crimes), 2016-2020",63.6,3.0
3003,17031660900,-87.699063,41.7678191,"Violent crime (crimes), 2016-2020",120.6,3.0
3004,17031661000,-87.6850469,41.7618177,"Violent crime (crimes), 2016-2020",63.2,3.0
3005,17031661100,-87.7026905,41.7607879,"Violent crime (crimes), 2016-2020",30.0,2.0
3006,17031670100,-87.6572084,41.7904937,"Violent crime (crimes), 2016-2020",37.8,2.0
3007,17031670200,-87.6620627,41.7904247,"Violent crime (crimes), 2016-2020",40.4,2.0
3008,17031670300,-87.6669167,41.7903576,"Violent crime (crimes), 2016-2020",36.2,2.0
3009,17031670400,-87.6717698,41.7902996,"Violent crime (crimes), 2016-2020",42.2,2.0
3010,17031670500,-87.6764044,41.786578,"Violent crime (crimes), 2016-2020",34.0,2.0
3011,17031670600,-87.6715772,41.7830054,"Violent crime (crimes), 2016-2020",25.2,2.0
3012,17031670700,-87.6667315,41.7830686,"Violent crime (crimes), 2016-2020",35.8,2.0
3013,17031670800,-87.661879,41.7831442,"Violent crime (crimes), 2016-2020",80.0,3.0
3014,17031670900,-87.657022,41.7832124,"Violent crime (crimes), 2016-2020",30.0,2.0
3015,17031671100,-87.6617159,41.7767771,"Violent crime (crimes), 2016-2020",55.0,3.0
3016,17031671200,-87.6665823,41.7766993,"Violent crime (crimes), 2016-2020",36.8,2.0
3017,17031671300,-87.6713493,41.7739015,"Violent crime (crimes), 2016-2020",63.6,3.0
3018,17031671400,-87.6762289,41.7737921,"Violent crime (crimes), 2016-2020",37.6,2.0
3019,17031671500,-87.6696322,41.7681721,"Violent crime (crimes), 2016-2020",79.0,3.0
3020,17031671600,-87.6615118,41.7694998,"Violent crime (crimes), 2016-2020",83.0,3.0
3021,17031671800,-87.6564481,41.761401,"Violent crime (crimes), 2016-2020",31.4,2.0
3022,17031671900,-87.6612802,41.7613256,"Violent crime (crimes), 2016-2020",32.6,2.0
3023,17031672000,-87.6711281,41.7611983,"Violent crime (crimes), 2016-2020",68.4,3.0
3024,17031680500,-87.6523524,41.7905639,"Violent crime (crimes), 2016-2020",43.8,3.0
3025,17031680600,-87.6521652,41.7832811,"Violent crime (crimes), 2016-2020",57.2,3.0
3026,17031680900,-87.6376305,41.7764307,"Violent crime (crimes), 2016-2020",135.6,3.0
3027,17031681000,-87.6495479,41.7760398,"Violent crime (crimes), 2016-2020",75.8,3.0
3028,17031681100,-87.6493595,41.7687665,"Violent crime (crimes), 2016-2020",92.6,3.0
3029,17031681200,-87.6384976,41.7691893,"Violent crime (crimes), 2016-2020",61.2,3.0
3030,17031681300,-87.6398423,41.7611807,"Violent crime (crimes), 2016-2020",73.8,3.0
3031,17031681400,-87.6491706,41.7615223,"Violent crime (crimes), 2016-2020",90.4,3.0
3032,17031690300,-87.6290141,41.768669,"Violent crime (crimes), 2016-2020",74.8,3.0
3033,17031690400,-87.6202084,41.7692587,"Violent crime (crimes), 2016-2020",111.2,3.0
3034,17031690500,-87.6121031,41.7681794,"Violent crime (crimes), 2016-2020",36.4,2.0
3035,17031690900,-87.6103447,41.7621424,"Violent crime (crimes), 2016-2020",65.0,3.0
3036,17031691000,-87.6200151,41.7619654,"Violent crime (crimes), 2016-2020",68.8,3.0
3037,17031691100,-87.6298721,41.7617135,"Violent crime (crimes), 2016-2020",94.8,3.0
3038,17031691200,-87.6304113,41.7526208,"Violent crime (crimes), 2016-2020",73.8,3.0
3039,17031691300,-87.6198472,41.7546811,"Violent crime (crimes), 2016-2020",47.4,3.0
3040,17031691400,-87.6101685,41.7548455,"Violent crime (crimes), 2016-2020",51.6,3.0
3041,17031691500,-87.6002666,41.7550528,"Violent crime (crimes), 2016-2020",77.4,3.0
3042,17031700100,-87.6953091,41.7535935,"Violent crime (crimes), 2016-2020",37.8,2.0
3043,17031700200,-87.723784,41.7529893,"Violent crime (crimes), 2016-2020",29.2,2.0
3044,17031700301,-87.7317117,41.7456225,"Violent crime (crimes), 2016-2020",22.2,2.0
3045,17031700302,-87.7313064,41.7383652,"Violent crime (crimes), 2016-2020",15.6,1.0
3046,17031700401,-87.7120355,41.7455372,"Violent crime (crimes), 2016-2020",30.0,2.0
3047,17031700402,-87.7118234,41.7382302,"Violent crime (crimes), 2016-2020",22.0,1.0
3048,17031700501,-87.6903423,41.7462133,"Violent crime (crimes), 2016-2020",49.6,3.0
3049,17031700502,-87.6887683,41.7388522,"Violent crime (crimes), 2016-2020",13.0,1.0
3050,17031710100,-87.6419713,41.7533918,"Violent crime (crimes), 2016-2020",36.0,2.0
3051,17031710200,-87.6514252,41.7551131,"Violent crime (crimes), 2016-2020",112.2,3.0
