,GEOID,Longitude,Latitude,"binUninsured rate (% of residents), 2015-2019","binHomicide (crimes), 2017-2021","binMajor crime (crimes), 2016-2020","binViolent crime (crimes), 2016-2020","binEviction rate (% of renter-occupied households), 2018","binSeverely rent-burdened (% of renter-occupied housing units), 2015-2019","binTraffic crashes (number of crashes), 2021","binHigh school graduation rate (% of residents), 2015-2019","binCollege graduation rate (% of residents), 2015-2019","binUnemployment rate (%), 2015-2019","binMedian household income, 2015-2019","binPer capita income, 2015-2019","binPoverty rate (% of residents), 2015-2019","binDemographics, Non-Hispanic White (% of residents), 2016-2020","binPopulation (residents), 2015-2019",indicator,value
3944,17031835900,-87.6214989,41.8201664,0.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,,2,"Eviction rate (% of renter-occupied households), 2018",0.97
3945,17031836000,-87.6116844,41.8140036,1.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,1,"Eviction rate (% of renter-occupied households), 2018",1.51
3946,17031836100,-87.6186826,41.7998052,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",1.23
3947,17031836200,-87.6012847,41.7904691,0.0,0.0,1.0,1.0,,3.0,1.0,3.0,3.0,3.0,,0.0,2.0,2.0,0,"Eviction rate (% of renter-occupied households), 2018",
3948,17031836300,-87.6017585,41.8015324,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0,"Eviction rate (% of renter-occupied households), 2018",1.7
3949,17031836400,-87.5951761,41.8190118,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,2,"Eviction rate (% of renter-occupied households), 2018",1.21
3950,17031836500,-87.599456,41.8259463,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",3.59
3951,17031836600,-87.7088059,41.8986973,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",0.52
3952,17031836700,-87.7021747,41.8917041,1.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",1.32
3953,17031836800,-87.7149666,41.8850903,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",1.99
3954,17031836900,-87.7061362,41.8818831,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",0.98
3955,17031837000,-87.6986739,41.8783233,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",1.71
3956,17031837100,-87.6987204,41.8856736,0.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",0.19
3957,17031837300,-87.7055524,41.8716191,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",1.09
3958,17031837400,-87.6938013,41.8759745,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",0.5
3959,17031837800,-87.6841268,41.8847502,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",1.55
3960,17031838000,-87.6806525,41.8773662,0.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",0.81
3961,17031838100,-87.6716888,41.8786668,1.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,0,"Eviction rate (% of renter-occupied households), 2018",0.22
3962,17031838200,-87.6750794,41.8704157,0.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1,"Eviction rate (% of renter-occupied households), 2018",1.02
3963,17031838300,-87.6384038,41.9015665,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,2.0,0,"Eviction rate (% of renter-occupied households), 2018",0.36
3964,17031838600,-87.7008236,41.8678233,1.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Eviction rate (% of renter-occupied households), 2018",1.42
3965,17031838700,-87.7201851,41.8625775,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"Eviction rate (% of renter-occupied households), 2018",2.08
3966,17031838800,-87.5740611,41.6834042,1.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"Eviction rate (% of renter-occupied households), 2018",1.28
3967,17031839000,-87.6314027,41.8710422,0.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3,"Eviction rate (% of renter-occupied households), 2018",0.61
3968,17031839100,-87.6327465,41.8810263,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3,"Eviction rate (% of renter-occupied households), 2018",0.64
3969,17031839200,-87.6220362,41.8420108,0.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",2.89
3970,17031839500,-87.6192919,41.8340975,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",1.85
3971,17031839600,-87.6192486,41.8274428,1.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",1.31
3972,17031839700,-87.6519488,41.8336508,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3,"Eviction rate (% of renter-occupied households), 2018",0.3
3973,17031839800,-87.6431623,41.8350674,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1,"Eviction rate (% of renter-occupied households), 2018",0.14
3974,17031839900,-87.648454,41.8273459,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Eviction rate (% of renter-occupied households), 2018",0.5
3975,17031840000,-87.6382978,41.8311713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1,"Eviction rate (% of renter-occupied households), 2018",0.0
3976,17031840100,-87.639203,41.8418308,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2,"Eviction rate (% of renter-occupied households), 2018",0.15
3977,17031840200,-87.6491918,41.8445745,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",0.0
3978,17031840300,-87.6818808,41.8320984,2.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2,"Eviction rate (% of renter-occupied households), 2018",0.25
3979,17031840400,-87.6671616,41.8339264,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",1.08
3980,17031840700,-87.6942666,41.8529302,2.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2,"Eviction rate (% of renter-occupied households), 2018",0.75
3981,17031840800,-87.707371,41.8408329,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"Eviction rate (% of renter-occupied households), 2018",0.37
3982,17031841000,-87.6101983,41.8475444,0.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0,"Eviction rate (% of renter-occupied households), 2018",0.74
3983,17031841100,-87.6351083,41.8509934,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3,"Eviction rate (% of renter-occupied households), 2018",0.31
3984,17031841200,-87.683342,41.8555618,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3,"Eviction rate (% of renter-occupied households), 2018",0.08
3985,17031841300,-87.6842025,41.8439774,3.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2,"Eviction rate (% of renter-occupied households), 2018",0.65
3986,17031841400,-87.7143926,41.853339,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,,0,"Eviction rate (% of renter-occupied households), 2018",3.73
3987,17031841500,-87.7079132,41.8616224,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1,"Eviction rate (% of renter-occupied households), 2018",1.12
3988,17031841600,-87.7076032,41.8553771,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,,0,"Eviction rate (% of renter-occupied households), 2018",3.7
3989,17031841700,-87.7041819,41.8531302,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",0.75
3990,17031841800,-87.5994212,41.7663064,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,1,"Eviction rate (% of renter-occupied households), 2018",2.39
3991,17031841900,-87.642968,41.8678935,1.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3,"Eviction rate (% of renter-occupied households), 2018",0.82
3992,17031842000,-87.6251702,41.83496,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2,"Eviction rate (% of renter-occupied households), 2018",1.11
3993,17031842100,-87.7336103,41.8952785,3.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3,"Eviction rate (% of renter-occupied households), 2018",0.85
3994,17031842200,-87.6501513,41.9051041,0.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Eviction rate (% of renter-occupied households), 2018",0.35
3995,17031842300,-87.6606908,41.9090015,0.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2,"Eviction rate (% of renter-occupied households), 2018",0.61
3996,17031842400,-87.6300401,41.7424754,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1,"Eviction rate (% of renter-occupied households), 2018",3.08
3997,17031842500,-87.6232157,41.7769506,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"Eviction rate (% of renter-occupied households), 2018",2.14
3998,17031842600,-87.6516951,41.8162186,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,"Eviction rate (% of renter-occupied households), 2018",0.95
3999,17031842800,-87.6983044,41.8075339,3.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,3,"Eviction rate (% of renter-occupied households), 2018",0.5
4000,17031842900,-87.6729371,41.8631389,1.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",0.4
4001,17031843000,-87.7227489,41.8679365,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",3.65
4002,17031843100,-87.6994529,41.8626017,1.0,2.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",0.0
4003,17031843200,-87.6642169,41.8487153,3.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1,"Eviction rate (% of renter-occupied households), 2018",0.46
4004,17031843300,-87.6925503,41.8637638,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",1.95
4005,17031843400,-87.7320218,41.8493274,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0,"Eviction rate (% of renter-occupied households), 2018",3.55
4006,17031843500,-87.6975661,41.8409834,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3,"Eviction rate (% of renter-occupied households), 2018",0.0
4007,17031843600,-87.6089488,41.8067653,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1,"Eviction rate (% of renter-occupied households), 2018",1.64
4008,17031843700,-87.6907876,41.9448261,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"Eviction rate (% of renter-occupied households), 2018",0.55
4009,17031843800,-87.6404756,41.8016566,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0,"Eviction rate (% of renter-occupied households), 2018",1.25
4010,17031843900,-87.5761303,41.7789932,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2,"Eviction rate (% of renter-occupied households), 2018",2.52
4011,17031980000,-87.9024376,41.9794191,,0.0,3.0,0.0,,,0.0,,,,,,,,0,"Eviction rate (% of renter-occupied households), 2018",
4012,17031980100,-87.7509001,41.7859813,,0.0,2.0,0.0,,,3.0,,,,,,,,0,"Eviction rate (% of renter-occupied households), 2018",
4013,17043840000,-87.9395607,41.9784876,3.0,0.0,0.0,0.0,3.0,1.0,,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1,"Eviction rate (% of renter-occupied households), 2018",2.81
4014,17043840801,-87.9316177,41.9517961,1.0,0.0,,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1,"Eviction rate (% of renter-occupied households), 2018",0.47
4015,17031010100,-87.6698316,42.0212564,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",31.18971061
4016,17031010201,-87.6801484,42.0160077,2.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",34.28988327
4017,17031010202,-87.6733216,42.0160507,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",29.98859749
4018,17031010300,-87.6665351,42.0159407,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",22.93801855
4019,17031010400,-87.6588157,42.0064109,1.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",28.35249042
4020,17031010501,-87.6639583,42.0094119,2.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",24.40331223
4021,17031010502,-87.6633273,42.0045173,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",27.89943228
4022,17031010503,-87.6631262,42.0003207,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",27.93103448
4023,17031010600,-87.667683,42.0062774,3.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",28.2152231
4024,17031010701,-87.6786204,42.0091482,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",33.12182741
4025,17031010702,-87.6727257,42.0090199,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",25.70180911
4026,17031020100,-87.6871169,42.015721,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",19.71496437
4027,17031020200,-87.6995191,42.0156903,2.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",34.89361702
4028,17031020301,-87.7051865,42.0068651,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",16.28318584
4029,17031020302,-87.6949634,42.0085406,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",21.22093023
4030,17031020400,-87.6859118,42.008488,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",19.57390146
4031,17031020500,-87.6841982,42.0013129,3.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",14.53376206
4032,17031020601,-87.7018025,42.0008746,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",43.08560677
4033,17031020602,-87.6936373,42.0013156,3.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",23.15521628
4034,17031020701,-87.7036897,41.9868915,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,0,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",33.78378378
4035,17031020702,-87.7048939,41.9941256,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",30.19441069
4036,17031020801,-87.6944149,41.9868081,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",30.36605657
4037,17031020802,-87.6946306,41.9940592,3.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",36.13707165
4038,17031020901,-87.6864264,41.9950577,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",27.02290076
4039,17031020902,-87.6786971,41.9942499,3.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",25.4259502
4040,17031030101,-87.655042,41.9913475,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",24.4648318
4041,17031030102,-87.6550225,41.9930264,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",21.71381032
4042,17031030103,-87.6551527,41.9955241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",13.56707317
4043,17031030104,-87.6559864,41.9972773,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",33.01435407
4044,17031030200,-87.66523,41.9944414,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",22.41910632
4045,17031030300,-87.6725348,41.9943875,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",20.20872865
4046,17031030400,-87.6720788,41.9869515,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",16.30170316
4047,17031030500,-87.6649359,41.987226,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",17.98274718
4048,17031030601,-87.6549042,41.9888802,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",15.53323029
4049,17031030603,-87.6583979,41.9854762,3.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",21.46676853
4050,17031030604,-87.6525371,41.9856608,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",25.36231884
4051,17031030701,-87.6579659,41.9827453,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",20.8913649
4052,17031030702,-87.6548217,41.9806894,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",17.5170068
4053,17031030703,-87.6578708,41.9788748,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",22.94339623
4054,17031030706,-87.6509792,41.9804694,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",31.58717748
4055,17031030800,-87.664188,41.9799123,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",11.25581395
4056,17031030900,-87.6714454,41.9797951,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",13.46704871
4057,17031031000,-87.6711094,41.972437,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",17.04918033
4058,17031031100,-87.6638662,41.9726684,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",13.89385808
4059,17031031200,-87.657341,41.9727092,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",22.58064516
4060,17031031300,-87.6465298,41.9737646,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",18.7804878
4061,17031031400,-87.6424095,41.9584475,1.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",20.0
4062,17031031501,-87.6524344,41.9672885,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",23.23809524
4063,17031031502,-87.6523656,41.9636326,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",18.80216004
4064,17031031700,-87.6631954,41.9654466,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",29.51781971
4065,17031031800,-87.6706209,41.9670114,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",18.13084112
4066,17031031900,-87.6701841,41.963374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,3.0,1,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",11.51079137
4067,17031032100,-87.6530179,41.9581538,1.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",19.57344341
4068,17031040100,-87.6829955,41.9854807,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,2,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",10.96224117
4069,17031040201,-87.6940005,41.9725804,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,3,"Severely rent-burdened (% of renter-occupied housing units), 2015-2019",16.56804734
